vat,ragione,pec
01751620681,HUMANGEST SPA,humangest@pec.it
04253560488,HYDEA S.P.A,hydea@pec.it
01735260018,HYDRODATA S.P.A.,hydrodatapec@registerpec.it
01175291002,I.A.B. SOCIETA' PER AZIONI,iabspa@pec.it
01790911000,I.A.C.E. IMPRESA APPALTI COSTRUZIONI EDILIZIE,iacespa@pec.it
01379950809,I.A.M.,iamspa@pec.it
01126651007,I.BE.CO. COSTRUZIONI S.P.A.,9291.rm00@postepec.cassaedile.it
01062951007,I.C.A. - IMPOSTE COMUNALI AFFINI - S.P.A.,info@pec.icatributi.com
01223900034,I.C.E.FOR,daniela.antoniuzzi@pec.icefor.com
00298880303,I.CO.P. S.P.A. SOCIETÃ_x0080_ BENEFIT,icop.ud00@infopec.cassaedile.it
00672210507,I.D.S. - INGEGNERIA DEI SISTEMI S.P.A.,ids-spa@pec.it
01283111217,I.DI.R. S.P.A.,cerbone.idir@legalmail.it
014783531008,I.F.M. ITALIANA FACILITY MANAGEMENT SPA,
00882771009,I.G.I.T. S.P.A.,igit.spa@pec.it
010071571003,I.M. SPA,
00976081000,I.S.E.D. INGEGNERIA DEI SISTEMI ELABORAZIONE DATI - SOCIETA' PER AZIONI,ised@pec.ised.it
00648940450,I.T.F. SPA,itfspa@pec.it
01029050364,I.T.I. IMPRESA GENERALE SPA,amminiti@legalmail.it
01639331204,IBA CENTRO MERIDIONALE S.P.A.,iba.bologna@legalmail.it
010914660153,IBM ITALIA S.P.A.,
07239170637,ICAB - INDUSTRIE CONSERVE ALIMENTARI BUCCINO S.P.A.,icabspa@legalmail.it
00205080138,ICAM S.P.A.,icam@legalmail.it
00077370591,ICAR SPA,amministrazione@pec.icarspa.it
01510940859,ICARO ECOLOGY S.P.A.,icaroecology@pec.it
04595701006,ICARUS S.P.A.,icarusspa@pec.it
04774801007,ICCREA BANCA SPA,iccreabanca@pec.iccreabanca.it
09490820017,ICD-IMPRESA COSTRUZIONI DEIRO S.P.A.,icdimpresacostruzionideirospa@legalmail.it
05923380157,ICF S.P.A.,icfspa@itpec.eu
012908230159,ICIM S.P.A.,
013218350158,ICMQ SPA,
02175721204,ICONSULTING S.P.A,iconsultingspa@legalmail.it
02158740049,ICOSE SPA,segreteria.icose@pec.it
05466391009,ICR SPA,postacertificata@pec.icrspa.it
02691680165,ICTEAM S.P.A.,icteam@legalmail.it
05504510966,ICTLABS S.P.A.,ictlabs@legalmail.it
04138851219,IDAL GROUP S.P.A.,idalgroup@arubapec.it
06873000639,IDC,idcspa@pec.idcspa.com
010255261009,IDEA REAL ESTATE S.P.A.,
00526610019,IDG 01 S.P.A.,idg01@pec.it
00092470673,IDRI S.P.A.,idri@postcert.it
01319611008,IDRICA,idricaspa@pec.idricaspa.com
00539530048,IDROCENTRO S.P.A.,idrocentro@legalmail.it
01021580368,IDROELETTRICA SPA,idroelettricaspa@pec.it
01408370201,IDROMECCANICA LUCCHINI SPA,lucchiniidromeccanica@pec.it
01872080385,IDROS.ART & BOZZOLA GROUP S.P.A.,idrosartgroupspa@legalmail.it
01179830466,IDROTHERM 2000 S.P.A.,idrotherm2000@legalmail.it
06525850969,IED ISTITUTO EUROPEO DI DESIGN SOCIETA' PER AZIONI - SOCIETA' BENEFIT  IN FORMA ABBREVIATA IED - S.B.P.A.,iedspa@legalmail.it
02555430343,IEMBO SPA,iembospa@pec.it
01301170419,IEN INDUSTRIE SPA,ienindustrie@lamiapec.it
05462850966,IET SPA,pec@pec.ietgroup.eu
01061630412,IFI S.P.A.,ifi@cert.ifi.it
01247801218,IFIS S.P.A. (INDUSTRIA FILATI SINTETICI),ifisspa@pec.it
012131261005,IG OPERATION AND MAINTENANCE SPA,
01021130362,IGEA,igeamedical.com@pec.it
05111821004,IGEAMED S.P.A.,igeamed@pec.it
05824910631,IGECA S.P.A.,igeca_spa@pec.it
08523180969,IGENIUS SPA,igenius@legalmail.it
03643630282,IGP SPA,amministrazione@pec.igp.it
00893300152,IGPDECAUX,amministrazione@pec.igpdecaux.it
00082630435,IGUZZINI ILLUMINAZIONE,iguzzini@pec.it
07100830012,IL ROVERE S.P.A.,ilroverespa@legalmail.it
00777910159,IL SOLE 24 ORE SPA,legale@pec.ilsole24ore.com
01642660136,IL TRASPORTO SPA,certificata@pec.iltrasportospa.it
00055180327,ILLYCAFFÃ_x0088_ S.P.A.,illycaffe@legalmail.it
00180910275,ILSA PACIFICI REMO S.P.A.,ilsapacifici@legalmail.it
02061090268,ILSA SPA,doc@pec.ilsaspa.com
08853751009,IMACO S.P.A.,imacospa@pec.it
02384090136,IMAGE S SPA,imagessrl@registerpec.it
03167690134,IMAT FELCO SPA,imatfelco@pec.it
01608420988,IMBAL - LINE S.P.A.,info@pec.imballine.it
01041270925,IMMA SPA,immaspa@cgn.legalmail.it
02154040808,IMMEDIA S.P.A.,amministrazione@pec.immediaspa.com
00617060165,IMMOBILIARE SCUOLA DEL LAVORATORE S.P.A.,scuolalavoratore@legalmail.it
09412650153,IMMUCOR ITALIA SPA,immucoritalia@pec.it
02360180265,IMOCO SPA,imoco@legalmail.it
00614381200,IMOLA INFORMATICA S.P.A.,amministrazione@pec.imolinfo.it
00549301208,IMOLA LEGNO S.P.A. SOCIO UNICO,pec@cert.imolalegno.com
014226261007,IMOTEC S.P.A.,
010864780969,IMPERIUM AUDIT SPA,
07364571211,IMPIANTI & STRUTTURE S.P.A.,impiantiestrutturespa@pec.it
01989510134,IMPIANTI SPA,impianti.spa@legalmail.it
012754751001,IMPRE.DO S.P.A.,
01638320430,IMPRENDITORE SMART SPA,imprenditoresmart@legalmail.it
011213441006,IMPRENDO ITALIA S.P.A.,
01733830606,IMPRESA BENITO STIRPE COSTRUZIONI GENERALI SPA,benitostirpespa@legalmail.it
02260730102,IMPRESA CERRUTI SPA,impresacerruti@pec.it
00397000332,IMPRESA COGNI S.P.A.,impresacogni@legalmail.it
01071490468,IMPRESA COSTRUZIONI GUIDI GINO SPA,info@pec.guidiginospa.it
00397800947,IMPRESA COSTRUZIONI INDUSTRIALI SPA,icisrl@pec.it
00170710271,IMPRESA COSTRUZIONI MANZATO SPA,manzatospa@legalmail.it
00516910320,IMPRESA COSTRUZIONI MARI & MAZZAROLI S.P.A,info@pec.marimazzaroli.it
04582820231,IMPRESA EDILE LONARDI SPA,lonardiimpresaedilespa@legalmail.it
00181830274,IMPRESA FACCHETTI ADOLFO E FIGLI - IFAF-SPA,ifaf.spa@legalmail.it
01322991009,IMPRESA GIORGIO LANZETTA,imp.glspa@legpec.it
08099180153,IMPRESA LUIGI NOTARI SPA,impresa.luiginotari@impresaluiginotari.telecompec.it
00533290342,IMPRESA PIZZAROTTI & C. S.P.A.,pizzarotti@pec.pizzarotti.it
00414570143,IMPRESA RIGAMONTI SPA,info@pec.impresarigamonti.com
01424610267,IMPRESA TONON S.P.A.,impresatononspa@legalmail.it
00166640342,IMPRESA TRE COLLI S.P.A.,posta@cert.impresatrecolli.com
0IMPRESATEST2403,IMPRESATEST2403,
0PARTITAIVATEST,IMPRESA_TEST_NEW,
01987990163,IMPRESE TURISTICHE BARZIESI S.P.A.,itbspa@pec.it
04247321005,IMPRESIT LAVORI,impresitlavori@pec.it
09695290966,IMS GIOTTO S.P.A.,imsgiotto@legalmail.it
07560931003,IN & OUT SPA A SOCIO UNICO - TELEPERFORMANCE,teleperformance@registerpec.it
03115890232,IN JOB - S.P.A. AGENZIA PER IL LAVORO,injob@legal.email.it
00297940652,IN.CA. S.P.A.,incaspa@postasicura.cc
04520461213,IN.GE.IN S.P.A.,ingein@legalmail.it
01920290762,IN.HR AGENZIA PER IL LAVORO SPA,in.hr@pec.it
05262890014,IN.TE.S.A. INIZIATIVE TELEMATICHE PER I SERVIZI APPLICATIVI,intesa@pec.trustedmail.intesa.it
012431501001,IN.TECH S.P.A. SOCIETA' BENEFIT,
03465090961,INARCHECK SPA,inarcheck@geopec.it
00ro5019225,INCOM VRANCO,
00717060248,INCOS ITALIA SPA,incositalia@pec.it
00189160245,IND.I.A. S.P.A.,indiaspa@legalmail.it
00277230108,INDEMAR SPA,indemar@pec.it
00750510232,INDEX CONSTRUCTION SYSTEMS AND PRODUCTS SPA,indexspa@pec.maxfoneitalia.it
06656421002,INDRA ITALIA,indraitaliaspa@legalmail.it
00286820972,INDUSTRIA CONFEZIONI MONTECATINI*IN.CO.M. - S.P.A.,incom_cert@legalmail.it
013098511002,INDUSTRIA ITALIANA AUTOBUS SPA,
03941130274,INDUSTRIA NAUTICA VENEZIA - IN.NA.VE. S.P.A.,innave@legalmail.it
02866500248,INDUSTRIAL CARS SPA,industrialcars@pec.gruppoceccato.com
04936100728,INDUSTRIE FRACCHIOLLA SPA,amm@pec.fracchiolla.eu
00584520985,INDUSTRIE POLIECO-M.P.B. S.P.A.,personale@pec.polieco.com
012865560150,INDUTEX,
01689620332,INFINITY BIOTECH SPA,infinitybiotech@pec.it
02313821007,INFOCAMERE SCPA,protocollo@pec.infocamere.it
07945211006,INFOCERT S.P.A.,infocert@legalmail.it
02075900247,INFODATI SPA,infodati@legalmail.it
03062990837,INFODRIVE S.P.A.,infodrive@pec.it
00899390215,INFOMINDS SPA,info@pec.infominds.eu
00929440592,INFORDATA,infordata@pec.it
02683600544,INFORMA SISTEMI SPA,informasistemi@pcert.postecert.it
012727500154,INFORMATION SERVICES GROUP ITALIA S.P.A. A SOCIO UNICO,
012204741008,INFRASTRUTTURE ITALIANE SPA,
08936640963,INFRASTRUTTURE WIRELESS ITALIANE S.P.A.,adminpec@inwit.telecompost.it
01457800363,ING.FERRARI S.P.A.,info@pec-ingferrari.it
06135311006,ING.INS.INT. - INGEGNERIA INSEDIATIVA INTEGRATA - S.P.A.,inginsint@pec.it
06113160482,ING.O. FIORENTINI,fiorentini@sicurezzapostale.it
01986430369,INGEGNERI RIUNITI S.P.A.,ingegneririuniti-spa@pec.it
01374110599,INGEGNERIA & SOFTWARE INDUSTRIALE S.P.A.,pec@pec.ingesw.com
01476970668,INGG. ARMIDO E PIERLUIGI FREZZA S.P.A. - IMPRESA DI COSTRUZIONI GENERALI,armido.frezza@ingpec.eu
01705680179,INGROS CARTA GIUSTACCHINI S.P.A.,amministrazione.giustacchinispa@legalmail.it
03710631007,INMATICA - S.P.A.,inmatica@pec.it
02427680422,INNOLIVING SPA,innoliving@legalmail.it
01836920304,INNOLVA SPA,innolva@legalmail.it
013206920152,INNOVA PHARMA S.P.A.,
01201141007,INNOVA S.P.A.,innovaspa@legalmail.it
01056020322,INNOVA S.P.A.,innova@pec.innovatrieste.it
02262420686,INNOVACITY S.P.A.,innovacity@pec.it
010191080158,INNOVAMEDICA,
016411761006,INNOVATE S.P.A.,
07145740630,INNOVAWAY SPA A SOCIO UNICO,innovaway@pec.it
02556430987,INNOVERY,amministrazione@cert.innovery.it
011362801000,INPOSTE.IT,
05759951006,INSEL S.P.A.,info@pec-inselspa.it
01628540229,INSER SPA,inserspa@pec.it
01155360322,INSIEL MERCATO S.P.A.,
00118410323,INSIEL SPA,protocollo@pec.insiel.it
01184821005,INSTALLAZIONI IMPIANTI S.P.A.,installazioniimpiantispa@postecert.it
02368591208,INSTRUMENTATION LABORATORY S.P.A.,instrumentationlaboratory@legalmail.it
02473750350,INT. EX.,int.ex@pec.it
00979991007,INTECO PROGETTAZIONI E REALIZZAZIONI SPA,spa.inteco@legalmail.it
013411731006,INTECS SOLUTIONS SOCIETA' PER AZIONI,
010965350969,INTEGRA FACILITY MANAGEMENT,
06593201004,INTEGRE' S.P.A. SOCIETA' TRA PROFESSIONISTI SOCIETA' BENEFIT,integrestp@legalmail.it
011088550964,INTELLERA CONSULTING,
012326171001,INTENT SPA,
04224530156,INTER STUDIOVIAGGI,interstudioviaggi@pec.it
05057871005,INTERACTIVE MEDIA - SOCIETA' PER AZIONI,interactivemedia@pec.it
01608200232,INTERCOMP,intercomp@legalmail.it
01661630507,INTERGOMMA SPA,intergomma@lamiapec.it
00308700111,INTERMARINE SPA,intermarinespa@pec.it
05389281006,INTERMATICA S.P.A,intermatica@pec.intermatica.it
010169951000,INTERNATIONAL SECURITY SERVICE VIGILANZA SPA,
00207170457,INTERNAZIONALE MARMI E MACCHINE CARRARAFIERE SPA,imm@pecms.it
00372790378,INTERPORTO BOLOGNA S.P.A.,interporto@pec.interporto.it
01933430223,INTERSERVICE SPA,certified@pec.interservice.tn.it
01937781001,INTERSISTEMI ITALIA S.P.A,intersistemiitalia@pec.it
02092530365,INTERSURGICAL SPA,intersurgical@legalmail.it
010810700152,INTESA SANPAOLO S.P.A.,
02780480964,INTESI GROUP,intesigroup@ig-trustmail.com
09270550016,INTRAUMA SPA,legalmail@pec.intrauma.com
02018740981,INTRED S.P.A.,amministrazione@legal.intred.it
02114610641,INVOLUCRO S.P.A.,involucro@pec.it
02495130011,IPAS,ipasgroup@ipasgroup-pec.it
01539990612,IPIEMME SPA,ipiemmespa@legalmail.it
02021190596,IPS S.P.A.,ips@gigapec.it
012472700967,IPSA MILANO S.P.A. SOCIETA' BENEFIT,
07161740159,IPSEN,ipsen@legalmail.it
01028460291,IQT CONSULTING S.P.A.,iqtconsulting@legalmail.it
02041910411,IRCI S.P.A.,ircispa@mypec.eu
00901501007,IRCOP,ircopspa@pec.it
010574970017,IREDEEM S.P.A.,
00389630013,IREM,irem@legalmail.it
01591110356,IREN AMBIENTE S.P.A.,irenambiente@pec.gruppoiren.it
09357630012,IREN ENERGIA SPA,irenenergia@pec.gruppoiren.it
01178580997,IREN MERCATO S.P.A.,irenmercato@pec.gruppoiren.it
02184890354,IREN SMART SOLUTIONS S.P.A.,irensmartsolutions@pec.gruppoiren.it
01111510101,IREOS,ireos@pec.ireosweb.com
00440520484,IRES SPA COSTRUZIONI E RESTAURI,002871.fi00@infopec.cassaedile.it
02837570999,IRETI GAS S.P.A.,iretigas@pec.ireti.it
01791490343,IRETI S.P.A.,ireti@pec.ireti.it
09995550960,IRIDEOS S.P.A.,irideos@pec.irideos.it
01160630313,ISAIA SPA,isaia@arubapec.it
09464770016,ISCOT ITALIA SPA,pec@pec.gruppoiscot.it
01572610994,ISMA CONTROLLI S.P.A.,info@pec.controlli.eu
00887271005,ISMES S.P.A,direzione.ismes@unapec.it
00683150288,ISOCLIMA S.P.A.,isoclima@pec.isoclimagroup.com
013119770157,ISOIL INDUSTRIA S.P.A.,
00202970281,ISOLI,isolispa@pec.trive.net
04776160725,ISOTTA FRASCHINI MOTORI S.P.A.,isottafraschini@pec.isottafraschini.it
03430050926,ISTELLA,istella@legalmail.it
02631650187,ISTITUTI CLINICI SCIENTIFICI MAUGERI SPA SB,direzione.generale@pec.icsmaugeri.it
02578030153,ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI,info-ibi@pec.it
013212880150,ISTITUTO CENTRALE DELLE BANCHE POPOLARI ITALIANE,
015503551002,ISTITUTO COLLAUDI E VERIFICHE S.P.A.,
00892411000,ISTITUTO DELLA ENCICLOPEDIA ITALIANA FONDATA DA GIOVANNI TRECCANI S.P.A.,treccani@pec.treccani.it
03002460354,ISTITUTO DI VIGILANZA COOPSERVICE S.P.A.,coopservicespa.vigilanza@legalmail.it
00885180158,ISTITUTO GANASSINI SPA DI RICERCHE BIOCHIMICHE,istituto.ganassini@legalmail.it
00549540409,ISTITUTO GIORDANO SPA,ist-giordano@legalmail.it
02937630107,ISTITUTO IL BALUARDO S.P.A.,baluardo@pec.ilbaluardo.it
012898410159,ISTITUTO ITALIANO DEL MARCHIO DI QUALITA' S.P.A. (IMQ S.P.A.) SOCIETA' CON SOCIO UNICO,
02581260011,ISTITUTO PER LE PIANTE DA LEGNO E L'AMBIENTE *I.P.L.A. SOCIETA' PER AZIONI,iplaspa@legalmail.it
00880711007,ISTITUTO POLIGRAFICO E ZECCA DELLO STATO S.P.A.,protocollo@pec.ipzs.it
03158970727,ISTITUTO REGIONALE TERZA ETÃ_x0080_,irtespa@pec.it
04726661004,ISTITUTO SUPERIORE DI FORMAZIONE E RICERCA PER I TRASPORTI ED IN BREVE ISFORT S.P.A.,isfort@arubapec.it
00585190127,ISTITUTO VIGILANZA NOTTURNA GALLARATE SPA,amministrazione@pec.ivng.com
00494721202,ISTRANA MOBILI,amministrazione@mascagni.postecert.it
01722270665,ISWEB S.P.A.,internetsoluzioni@pec.aruba.it
04031090618,IT CENTRIC S.P.A.,itcentric@pec.it
09275890011,IT.GATE S.P.A.,comunicazioni@pec.itgate.it
08536311007,ITAL BROKERS S.P.A.,italbrokers@pec.net
01027900222,ITALBETON SPA UNIPERSONALE,italbeton@pec.italbeton.it
02706250400,ITALBONIFICHE,italbonifiche@legalmail.it
01227490404,ITALCAMEL SPA,italcameltravelagency@cgn.legalmail.it
01414541217,ITALCED,italced@pec.italced.com
05127870482,ITALCERTIFER S.P.A.,italcertifer@pec.it
011902030151,ITALCHIMICI,
00576810063,ITALCOM,italcom.amministrazione@legalmail.it
01576741001,ITALCONSULT SPA,italconsult-spa@legalmail.it
00117070649,ITALDATA S.P.A.,italdata.spa.av@legalmail.it
00737420158,ITALFARMACO,amministrazione@pec.italfarmaco.com
01612901007,ITALFERR S.P.A.,italferr@legalmail.it
01640880165,ITALGREEN S.P.A.,italgreen@mailcertificata.org
06849841009,ITALIA OPERE SPA,italiaopere@legalmail.it
08338161212,ITALIA POWER  SPA,italiapowerspa@legalmail.it
03459160960,ITALIA SERVIZI INTEGRATI SPA,isi.spa@pec.it
015907661001,ITALIA TRASPORTO AEREO,
00139440408,ITALIAN EXHIBITION GROUP SPA,iegexpo@pec.it
01352900417,ITALIANA CORRUGATI S.P.A.,italianacorrugati@legalmail.it
03798481002,ITALIANA COSTRUZIONI SPA,italianacostruzionispa@arubapec.it
00051570893,ITALIANA PETROLI S.P.A.,italianapetroli@pec.gruppoapi.com
04728400484,ITALIANA SERVIZI S.P.A.,italianaservizi@pec.playnet.it
03970540963,ITALIAONLINE S.P.A.,italiaonline@pec-italiaonline.it
00137240511,ITALIMPIANTI ORAFI S.P.A.,italimpiantiorafi@pec.it
02425570823,ITALKALI SOCIETA' ITALIANA SALI ALCALINI,italkali@legalmail.it
01513220671,ITALPREFABBRICATI SPA INDUSTRIA ITALIANA DI PREFABBRICATI,italprefabbricati@pec.it
00344980503,ITALPROGETTI S.P.A.,italprogetti.eng@legalmail.it
05817241002,ITALREVI S.P.A.,segreteria.italrevi@legalmail.it
01632920227,ITALSCANIA S.P.A.,sih@legalmail.it
015882821000,ITALTEL S.P.A.,
02855220170,ITCORE SPA,itcore@pec.it
010184840154,ITD SOLUTIONS S.P.A.,
01819220060,ITEC TECNOLOGIE E IMPIANTI,itecspa.cert.1@pec.itecgroup.it
06509081003,ITOP SPA OFFICINE ORTOPEDICHE,direzione.generale@pec.itop.it
015323181006,ITS CONTROLLI TECNICI S.P.A.,
01346970393,ITWAY,itway@pec-legal.com
02854220213,IVECO DEFENCE VEHICLES S.P.A.,ivecodefencevehicles@pec.ivecogroup.com
09961880011,IVECO ORECCHIA SPA,iveco-orecchia@pec.it
09709770011,IVECO SPA,iveco@pec.ivecogroup.com
01172450072,IVIES SPA,ivies-spa@legalmail.it
00697630960,IVM SPA,amministrazione.ivmoffice@pec.it
03320270162,IVS ITALIA S.P.A.,pec.ivsitalia@ivsitalia.it
03942570163,IVS SICILIA SPA,ivssiciliaspa@legalmail.it
01278311004,IZI S.P.A.,izispa@pec.wmail.it
02280620960,J+S SPA,amministrazione@pec.jpius.it
01921910152,J.A.S. JET AIR SERVICE SPA,amministrazione@pec.jasitaly.com
00501050017,JACOBACCI & PARTNERS,amministrazione@pec.jacobacci.com
06070621005,JAGUAR LAND ROVER ITALIA,jlrinfo@legalmail.it
012449180962,JAKALA CIVITAS S.P.A.,
08462130967,JAKALA SPA S.B.,jakala@pec.it
02707070963,JANSSEN-CILAG SPA,janssen@pec.actalis.it
07489120159,JCB,direzione@pec.jcbitalia.eu
012549920150,JCOPLASTIC SPA - INDUSTRIA CONTENITORI PLASTICI,
015928651007,JENERGY SPA,
07436470152,JEOL (ITALIA) S.P.A.,04925250583ri@legalmail.it
01805470273,JESOLO TURISMO S.P.A.,jesoloturismo@pec.it
03714920232,JOB ITALIA SPA,amministrazione@pec.jobitalia.net
08082461008,JOHNSON & JOHNSON MEDICAL S.P.A.,johnsonejohnsonmedical@postecert.it
010198230152,JOHNSON CONTROLS S.P.A.,
01837060449,JOHNSON HEALTH TECH ITALIA SPA,jhtitaliaspa@legalmail.it
01549260261,JOLLY SCARPE,jollyscarpe@legalmail.it
02898800657,JOMI S.P.A.,jomispa@pec.it
01072010018,JONA SOCIETA' DI REVISIONE SPA,jonarevisione@pec.it
04754080283,JONIX SPA,jonixsrl@legalmail.it
02313850303,JULIAGRAF SPA,juliagraf@pec.it
01710130921,JUMBO S.P.A.,amministrazione@pec.jumbospa.it
04717090635,KALORGAS SPA,kalorgas@pec.it
03903300154,KARDEX ITALIA,03903300154ri@legalmail.it
01779530466,KEDRION SPA,kedrion@pec.it
02505580106,KEMIKA SOCIETA' PER AZIONI,kemika@pec.it
04428890984,KEPRO WORLD SPA,keproworld@legalmail.it
01187790199,KEROPETROL,keropetrol@pec.keropetrol.com
03932910965,KEYENCE ITALIA SPA,keyenceitalia@legalmail.it
04093110965,KF PARTNERSHIP SPA,kfp@pec.kfpartnership.it
01152330260,KILOUTOU ITALIA,kiloutou@legalmail.it
03530570237,KIRATECH S.P.A.,cert@pec.kiratech.it
03502820370,KIWA CERMET ITALIA,kiwa@pec.kiwaitalia.com
010364230150,KNOLL INTERNATIONAL SPA,
02257330965,KODAK,kodak@legalmail.it
012124410965,KODI SRL,
02655130165,KOINE' SPA,koinespa@legalmail.it
08331990963,KOLINPHARMA S.P.A.,kolinpharma@legalmail.it
012899760156,KONE SPA,
07790430966,KONECTA ITALIA S.P.A.,konecta@pec.konectaitalia.it
00703180166,KONG,kongspa@cert.legalmail.it
08861580150,KONICA MINOLTA BUSINESS SOLUTIONS ITALIA SPA,konicaminolta@legalmail.it
00876860230,KONUS ITALIA GROUP SPA,konus@pec.it
02254110212,KONVERTO SPA,info@pec.konverto.eu
00800570962,KOPRON SPA,kopron@pec-mail.it
03673140012,KORE,kore-rekords@pec.it
04662680158,KPMG ADVISORY SPA,kpmgadvisoryspa@pec.kpmg.it
00731410155,KPMG FIDES SERVIZI DI AMMINISTRAZIONE S.P.A.,kpmgfsa@pec.kpmg.it
00709600159,KPMG SPA,kpmgspa@pec.kpmg.it
05927260017,KQ,k-q@pec.it
05881660152,KROLL ADVISORY S.P.A.,krolladvisory@pec.kroll.com
00739230159,KSB ITALIA S.P.A.,ksbitalia@pec.ksb.it
00891951006,KUWAIT PETROLEUM ITALIA S.P.A.,kupitsede@pec.q8.it
04430461008,KYMA,
011628710961,KYNDRYL ITALIA SPA,
02973040963,KYOCERA DOCUMENT SOLUTIONS ITALIA S.P.A.,mail@pec.dit.kyocera.com
07472920151,KÃ_x009c_NZI S.P.A.,kunzispa@pec.kunzi.it
01317360137,L'AUTO SPA,info@pec.lauto.it
00225040161,L'AUTOGAS OROBICA S.P.A.,autogasorobica@pec.it
02116410040,L'AUTOMOBILE SPA,lautomobilespa@pec.it
06862080154,L'ECO DELLA STAMPA,ecostampa@legalmail.it
03804730483,L'ELETTRICA S.P.A.,lelettricaspa@pec.it
00615990231,L'IGIENICA,l_igienica@pec.it
09161440012,L'IRIDE SPA,liride-srl@pec.it
04269490266,L'OPEROSA SPA SOCIETA' BENEFIT,operosa@pec.operosa.it
02544190925,L'UNIONE SARDA S.P.A.,unionesarda@pec.it
01286700487,L. MOLTENI & C. DEI F.LLI ALITTI SOC. DI ESERC. SPA,molteni.farmaceutici@legalmail.it
02226050017,L.A.R.C. SPA,amministrazione@pec.gruppolarc.it
01691470676,L.P.G. SPA,lpgspa@pec.giammarino.net
01188860397,LA CASSA DI RAVENNA SPA,lacassa@pec.lacassa.com
00924810401,LA COMMERCIALE AGRICOLA DI BILLI GIOVANNI SPA,amministrazione.commerciale@cert.cna.it
00455780353,LA CONTABILE SPA,lacontabile@pec.buffetti.it
04573030485,LA FORTEZZA S.P.A.,lafortezzaspa@pec.it
00252370721,LA LUCENTE SPA,lalucentespa@postecert.it
04413030828,LA MADDALENA S.P.A.,amm.lamaddalena@legalmail.it
07764040965,LA PATRIA SPA A SOCIO UNICO,lapatria@legalmail.it
00190490136,LA PROVINCIA DI COMO - SOCIETA' PER AZIONI EDITORIALE IN ABBREVIA TO LA PROVINCIA - S.P.A. EDITORIALE,laprovincia@pec.sesaab.it
02871470239,LA RONDA SERVIZI DI VIGILANZA SPA,laronda.legale@legalmail.it
00272780172,LA SCUOLA S.P.A.,lascuola@legalmail.it
08207411003,LA SIA S.P.A.,direzione.lasia@pec.it
01039930225,LA SPORTIVA SPA,lasportiva@pec.lasportiva.com
05185201000,LA VENETA SERVIZI,laveneta@pec.lavenetaservizi.it
01577750837,LA VIA LATTEA SPA,lavialattea@mypec.eu
01358640181,LA ZOOTECNICA GROUP S.P.A.,lazootecnica@postareg.it
08255380159,LABINF S.P.A.,labinf@legalmail.it
00805390283,LABOINDUSTRIA S.P.A.,laboindustria@pec.it
00108790502,LABORATORI BALDACCI SPA,baldaccilab.amministrazione@keypec.com
00656471208,LABORATORI GUGLIELMO MARCONI - S.P.A.,labs@legalmail.it
010811810968,LABORATORI ITALIANI RIUNITI CAMPANIA S.P.A.,
01520781004,LABOZETA,labozeta@pec.it
07675550631,LAEZZA S.P.A.,laezzaspa@legalmail.it
00122880339,LAFER S.P.A.,lafer@pec.lafer.eu
00852040112,LAGHEZZA S.P.A.,laghezzaspa@legalmail.it
01508340286,LAGO S.P.A.,lago@pec.lago.it
00904241007,LAMARO APPALTI S.P.A.,lamaroappaltispa@legalmail.it
02558810244,LAMBDA SPA,lambdaspa@legalmail.it
04846230151,"LANIFICIO F.LLI CERRUTI S.P.A., OVVERO, IN FORMA ESTESA, LANIFICIO FRATELLI CERRUTI S.P.A.",lanificiocerruti@pec.it
01822770028,LANIFICIO TG DI FABIO S.P.A.,lanificiotgdifabio@pec.it
01922820350,LANTECH LONGWAVE,longwave@gruppozucchetti.it
01819070515,LAPI CHIMICI,lapichimici@pec.lapichimici.it
06723500010,LAPRESSE S.P.A.,lapresse@pec.it
00881071005,LARIMART S.P.A.,larimart@legalmail.it
011440160155,LARIO BERGAUTO S.P.A.,
01091190353,LASAGNI & C. SPA,lasagnispa@pec.it
00210850129,LASTEK SPA,lastek@pec.lastek.it
010115670969,LATTANZIO KIBS SPA,
06961760722,LAVORINT SPA,lavorintspa@pec.it
04860690488,LAVOROPIÃ_x0099_ SPA AGENZIA PER IL LAVORO,amministrazione@pec.lavoropiu.it
01504540210,LAYHER S.P.A.,peclayher@pec.layher.it
01183221009,LAZIALE DISTRIBUZIONE SPA,amministrazione.laziale@pec.logd.it
02696070230,LEADERFORM SPA,leaderform@legalmail.it
02615080963,LEASEPLAN ITALIA SPA,corporate@pec.leaseplan.it
06714021000,LEASYS,leasys@pec.fcagroup.com
010899441009,LEAT S.P.A.,
012156130150,LEFTLOFT,
02709351213,LEGEA SPA,legea@pec.legea.it
02157950300,LEGNONORD,legnonord@pec-neispa.com
00844230284,LEGOR GROUP S.P.A.,legor_amministrazione@legalmail.it
00174280263,LEIBALLI & CUZZUOL - S.P.A.,leiballicuzzuol@ecpec.it
012090330155,LEICA GEOSYSTEMS S.P.A.,
00123790214,LEITNER S.P.A.,leitnerspa@legalmail.it
05791210825,LEMON SISTEMI S.P.A.,lemonsistemi@legalmail.it
00010200186,LENERGIE S.P.A.,amministrazione.lenergie@postacert.cedacri.it
01647740222,LENZI SPA,lenzi@pec.lenzitrattori.com
03489370753,LEO COSTRUZIONI S.P.A.,leo@pec.leoconstructions.com
011271521004,LEO PHARMA SPA,
